"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000251562",0,25.3286404578133,0.987,0,0
"TNNI1",0,-8.89698062942755,0.018,0.911,0
"TMSB10",0,-7.27496333741888,0.02,0.91,0
"RPL3",0,-6.93806761155306,0.052,0.938,0
"RPS4X",0,-6.21108959382659,0.081,0.947,0
"RPS18",0,-6.09935648047947,0.101,0.953,0
"RPL32",0,-5.90761908864353,0.115,0.957,0
"SNHG29",0,-21.1610255177396,0,0.841,0
"RPS15A",0,-6.36018282158748,0.084,0.922,0
"RPL26",0,-6.15220164851693,0.087,0.924,0
"RPS12",0,-5.93450273692662,0.107,0.944,0
"RPS2",0,-6.04592530569676,0.135,0.969,0
"RPS19",0,-5.93368101951743,0.092,0.922,0
"RPL34",0,-5.63822922583371,0.12,0.949,0
"ALDOA",0,-8.14272436117977,0.032,0.858,0
"RPL28",0,-5.87979509754702,0.093,0.916,0
"RPL37",0,-6.03531724321876,0.096,0.918,0
"RPS23",0,-5.85671379023086,0.124,0.946,0
"RPS6",0,-5.5994001136698,0.112,0.93,0
"RPL36A",0,-7.09809696201138,0.045,0.861,0
"RPL36",0,-5.90986445018508,0.074,0.889,0
"RPL11",0,-5.5628341924867,0.134,0.949,0
"RPS27A",0,-5.55138565023739,0.102,0.915,0
"RPS3",0,-5.95238752722813,0.111,0.924,0
"PDE3A",0,5.64289543993371,0.894,0.082,0
"RPS15",0,-5.52922111863665,0.112,0.921,0
"RPL15",0,-5.7768956987667,0.114,0.92,0
"RPL8",0,-5.51681913134736,0.139,0.945,0
"RPS8",0,-5.87889600895415,0.137,0.943,0
"RPL18A",0,-5.80413139845178,0.082,0.886,0
"MT-RNR2",0,-23.618122617807,0,0.803,0
"RPS27",0,-5.70779532001341,0.16,0.963,0
"RPS3A",0,-5.78622137926716,0.128,0.928,0
"AC104389.6",0,-21.9423784050434,0,0.8,0
"RPL12",0,-5.64634385943988,0.104,0.903,0
"RPL35",0,-5.45447213973624,0.097,0.896,0
"EEF1G",0,-6.81103234398557,0.069,0.867,0
"RPL29",0,-5.72410201575381,0.081,0.879,0
"RPL35A",0,-5.53283815565694,0.12,0.917,0
"RPS14",0,-5.47697106292479,0.138,0.935,0
"MALAT1",0,-24.0850402080507,0,0.797,0
"RPS24",0,-5.62776065656322,0.152,0.946,0
"RPL17",0,-6.50511363951598,0.091,0.882,0
"HBA2",0,-9.72903471639552,0.003,0.792,0
"RPS5",0,-5.82494472226751,0.067,0.855,0
"RPLP1",0,-5.42053973327162,0.201,0.987,0
"RPL19",0,-5.26773098779552,0.113,0.896,0
"RPL13",0,-5.39528137581752,0.183,0.966,0
"RPL23A",0,-5.28343934942629,0.117,0.895,0
"SGCD",0,5.50322540141505,0.898,0.121,0
"RPL37A",0,-5.21388164295645,0.186,0.961,0
"RPL18",0,-5.60677916680307,0.093,0.864,0
"RPS7",0,-5.59834193611489,0.098,0.865,0
"RPS29",0,-5.33089769255463,0.118,0.884,0
"RACK1",0,-5.65997929465831,0.105,0.87,0
"RPL30",0,-5.34375406459907,0.104,0.868,0
"RPL10A",0,-5.53305159920817,0.109,0.872,0
"RPL7A",0,-5.57730228245071,0.112,0.875,0
"RPS9",0,-5.21593665735636,0.119,0.879,0
"RPL14",0,-5.29565544607001,0.104,0.862,0
"RPS21",0,-6.1450141269632,0.049,0.806,0
"RPLP2",0,-5.00806733559951,0.145,0.897,0
"RPL38",0,-5.19634287301206,0.09,0.841,0
"RPS13",0,-5.08675646850074,0.11,0.859,0
"MYL4",0,-3.81997452599004,0.199,0.948,0
"RPL27",0,-5.30119780204977,0.079,0.825,0
"RPS28",0,-5.05406184788874,0.149,0.895,0
"RPL9",0,-5.15952014481425,0.107,0.848,0
"RPL21",0,-4.8157055906096,0.178,0.917,0
"VIM",0,-8.10752596541829,0.01,0.749,0
"PXDNL",0,6.23928259375827,0.779,0.043,0
"RPS10",0,-6.65869599400317,0.041,0.777,0
"CD36",0,5.02719260928966,0.842,0.109,0
"NEAT1",0,5.08720592482839,0.95,0.217,0
"RPL7",0,-5.18082848711785,0.107,0.839,0
"CDH13",0,4.89448545706514,0.832,0.102,0
"RPL10",0,-5.28479877229756,0.254,0.981,0
"ENSG00000227028",0,17.8205971582571,0.726,0,0
"RPLP0",0,-5.19689850049336,0.095,0.819,0
"RPL4",0,-5.42398460602701,0.085,0.805,0
"RPS16",0,-4.81136124521552,0.158,0.878,0
"RPL24",0,-4.91393344763144,0.152,0.868,0
"MDK",0,-11.8313049327274,0.001,0.715,0
"SORBS1",0,4.31400742535121,0.901,0.187,0
"FAU",0,-4.83923420040661,0.102,0.815,0
"RPS25",0,-4.67171092548257,0.134,0.847,0
"RPL6",0,-5.15907060647015,0.114,0.823,0
"TTN-AS1",0,6.04953860192077,0.82,0.111,0
"RPL13A",0,-4.83419353499629,0.157,0.863,0
"TPT1",0,-4.60403785632213,0.209,0.914,0
"ATP5MD",0,-20.2401650062373,0,0.705,0
"RPL27A",0,-4.75849960322989,0.13,0.83,0
"ATP5MPL",0,-20.0491875876931,0,0.7,0
"PRKG1",0,3.81877435294249,0.869,0.17,0
"PDE4DIP",0,4.43260365618698,0.904,0.209,0
"UBA52",0,-4.972480147664,0.07,0.765,0
"CCSER1",0,5.96231143254593,0.73,0.038,0
"RPL23",0,-4.80748350982448,0.104,0.794,0
"RPL5",0,-4.85837180474155,0.211,0.893,0
"RPSA",0,-5.07606264730023,0.119,0.8,0
"EEF1A1",0,-4.52947411679731,0.073,0.751,0
"PDE1C",0,5.31298529097408,0.749,0.072,0
"ZBTB20",0,3.81813507061134,0.862,0.185,0
"TMEM178B",0,9.28767596530696,0.678,0.003,0
"HBA1",0,-9.85739113124775,0.002,0.67,0
"RPS11",0,-4.59474384797116,0.095,0.763,0
"CDIN1",0,17.7628030569335,0.667,0,0
"NME2",0,-6.83615749112843,0.035,0.699,0
"GAPDH",0,-4.95412294163863,0.307,0.968,0
"PRKN",0,3.80747449699058,0.825,0.166,0
"YBX1",0,-4.88230904906561,0.158,0.817,0
"ATP5F1E",0,-4.18713059663238,0.147,0.8,0
"MYOM2",0,4.34861697764086,0.78,0.127,0
"TENM2",0,5.25079463057114,0.695,0.042,0
"FTH1",0,-3.96408342299955,0.284,0.936,0
"PPDPF",0,-4.90930533755114,0.079,0.725,0
"SRP14",0,-4.81233057945607,0.098,0.742,0
"PTMA",0,-4.8855596755328,0.091,0.734,0
"MLIP",0,4.09764475524398,0.916,0.275,0
"TUBB",0,-5.9596773419979,0.051,0.692,0
"TMSB4X",0,-5.25578778567921,0.021,0.658,0
"RPL31",0,-4.64789715439776,0.19,0.822,0
"ENSG00000229618",0,17.5693057934888,0.628,0,0
"STMN1",0,-8.69605586652688,0.007,0.631,0
"EEF2",0,-4.41208718886738,0.13,0.75,0
"TPI1",0,-4.40047106090322,0.139,0.756,0
"BTF3",0,-4.96080215165713,0.075,0.691,0
"CFL1",0,-5.25550089497428,0.047,0.663,0
"COX8A",0,-4.41402047538236,0.097,0.71,0
"PCDH9",0,3.80145646478092,0.719,0.107,0
"PLCL1",0,3.6601699760083,0.785,0.174,0
"TUBA1B",0,-6.34138564797613,0.042,0.653,0
"LDHA",0,-5.20894715764432,0.089,0.699,0
"PDZD2",0,3.97574345635224,0.734,0.127,0
"MT-RNR1",0,-21.9342663878253,0,0.604,0
"SYNPO2",0,4.57314398946462,0.665,0.063,0
"NPPA",0,-1.85810603140271,0.193,0.793,0
"RPL39",0,-4.13474177153837,0.074,0.674,0
"ATP5MC2",0,-4.10818057355908,0.169,0.769,0
"NRAP",0,6.2125156738999,0.628,0.028,0
"NIBAN1",0,4.45400334652281,0.663,0.064,0
"PFN1",0,-5.45210537870276,0.04,0.638,0
"PDE7A",0,3.45257756617092,0.756,0.159,0
"RPL41",0,-3.73803288308263,0.202,0.798,0
"RPS26",0,-4.82044677055566,0.099,0.694,0
"COX7C",0,-3.7163811134246,0.271,0.864,0
"CBLB",0,3.76682042559935,0.732,0.142,0
"ENSG00000260658",0,17.0008775311267,0.589,0,0
"CMYA5",0,2.62555927907282,0.873,0.287,0
"OST4",0,-4.57488927882865,0.067,0.653,0
"PATJ",0,4.09088881826292,0.68,0.095,0
"DST",0,2.71884524940907,0.818,0.233,0
"EEF1B2",0,-5.12225362023788,0.059,0.643,0
"DLG2",0,2.50140510522017,0.835,0.252,0
"MYOM3",0,10.0622443642117,0.585,0.002,0
"LIMCH1",0,3.62271223905382,0.678,0.096,0
"SERF2",0,-3.7015345092429,0.217,0.799,0
"DTNA",0,3.44063046502066,0.797,0.217,0
"THSD4",0,2.77560753149226,0.808,0.231,0
"NACA",0,-4.32684980868294,0.193,0.77,0
"LAMA2",0,2.99002220836789,0.918,0.343,0
"UQCR11",0,-3.8959123041616,0.125,0.7,0
"RBFOX1",0,3.08022860822899,0.751,0.179,0
"COX6B1",0,-3.7107941464151,0.211,0.782,0
"LARGE1",0,2.58141461532209,0.805,0.234,0
"DYNLL1",0,-4.81123203586811,0.074,0.644,0
"CRIP1",0,-8.27029631525409,0.005,0.575,0
"TNNC1",0,-3.91610454612446,0.391,0.961,0
"ABLIM1",0,3.12734233117054,0.922,0.353,0
"ELOB",0,-4.36893952417966,0.074,0.643,0
"LOC349160",0,16.9037441404309,0.568,0,0
"HINT1",0,-4.34079713737058,0.1,0.667,0
"NDUFS5",0,-3.70294568475615,0.161,0.728,0
"FTX",0,2.88473001914605,0.773,0.207,0
"TRDN-AS1",0,3.29787540184382,0.803,0.238,0
"AC020909.2",0,-19.9982318011004,0,0.565,0
"ZBTB16",0,5.09700626761166,0.622,0.061,0
"SLC25A5",0,-4.77823370093655,0.075,0.635,0
"ENSG00000153113",0,16.4791313186285,0.559,0,0
"MYL7",0,-4.05706645567778,0.434,0.992,0
"RGS6",0,4.15025964384621,0.628,0.07,0
"RPS20",0,-3.79245858713697,0.137,0.695,0
"SGCG",0,5.37454578926395,0.599,0.041,0
"CACNA1C",0,2.91820046975873,0.934,0.377,0
"TRDN",0,3.06611177552564,0.865,0.309,0
"FTL",0,-3.51827911860614,0.12,0.675,0
"MAGI1",0,2.48609053955992,0.837,0.283,0
"UBB",0,-4.15891791102157,0.09,0.644,0
"RCAN2",0,3.49104606587982,0.767,0.214,0
"COX6C",0,-3.59119472734636,0.203,0.756,0
"PFDN5",0,-3.71004265887769,0.131,0.683,0
"PHACTR1",0,3.25772218915923,0.681,0.129,0
"ATP5ME",0,-3.57731397426161,0.226,0.777,0
"PTPRM",0,2.68832412586303,0.775,0.228,0
"GABARAP",0,-5.36699258272853,0.049,0.596,0
"UQCR10",0,-3.68784073164081,0.151,0.698,0
"CFLAR",0,3.22298423690891,0.716,0.17,0
"NDUFA4",0,-3.1409633678328,0.266,0.81,0
"NPM1",0,-4.47550286249388,0.115,0.659,0
"FRY",0,2.8445225824058,0.76,0.223,0
"UBL5",0,-4.13228745976454,0.074,0.611,0
"COMMD6",0,-4.64963964210062,0.065,0.602,0
"ATP5MF",0,-4.4179434500271,0.068,0.604,0
"KANK1",0,2.93094440589941,0.739,0.203,0
"AOPEP",0,2.79841687703598,0.795,0.26,0
"RALYL",0,6.24510508360907,0.545,0.01,0
"PLCXD3",0,2.65276420273967,0.771,0.238,0
"GAS5",0,-19.0589705951398,0,0.533,0
"LRRTM3",0,3.04153035217607,0.697,0.165,0
"SEC61G",0,-4.86338120071829,0.043,0.575,0
"DMD",0,3.12609187565289,0.916,0.385,0
"EXOC6B",0,2.37866403347165,0.819,0.289,0
"FHIT",0,2.66267875505064,0.757,0.227,0
"ACACB",0,3.50547060247703,0.664,0.135,0
"PRDX5",0,-4.10432558078799,0.073,0.602,0
"CACNB2",0,2.17819221093332,0.887,0.359,0
"AKAP13",0,2.08223255429565,0.87,0.344,0
"AKAP6",0,2.13625562749933,0.823,0.297,0
"PDZRN3",0,2.90960447573402,0.735,0.21,0
"NEXN",0,2.90075425230083,0.91,0.386,0
"SNHG6",0,-18.9040862300545,0,0.523,0
"TOMM7",0,-3.68531429286354,0.097,0.619,0
"MYL6",0,-3.60409788531668,0.392,0.913,0
"DPY19L2",0,2.69915979721907,0.718,0.197,0
"MIF",0,-5.55881268870962,0.036,0.556,0
"RBM20",0,2.12501552257357,0.881,0.361,0
"UQCRQ",0,-3.37428961940508,0.173,0.692,0
"UQCRB",0,-2.75019417599182,0.257,0.775,0
"CTNNA3",0,2.23962627394337,0.925,0.411,0
"EEF1D",0,-3.41174328723545,0.193,0.707,0
"MT-ND4",0,-4.10071333834524,0.187,0.7,0
"CKMT2",0,2.9211221421406,0.747,0.235,0
"GNG5",0,-3.9160119217459,0.139,0.651,0
"POLR2L",0,-3.77815007386156,0.095,0.605,0
"SOX6",0,2.59940825215268,0.694,0.184,0
"DAPK2",0,3.96116289626058,0.592,0.083,0
"PTPRG",0,2.35767882269084,0.741,0.232,0
"ENSG00000235050",0,16.4313727758302,0.506,0,0
"PACRG",0,4.88581654994933,0.557,0.051,0
"PKP2",0,2.81037160569569,0.757,0.251,0
"SNHG5",0,-18.8763223526991,0,0.504,0
"CHCHD2",0,-3.63331076157083,0.11,0.613,0
"ENSG00000285106",0,16.5572782130277,0.503,0,0
"MAST4",0,2.23965791507437,0.788,0.286,0
"NREP",0,-3.79156792066948,0.164,0.666,0
"EYA4",0,6.3050378827818,0.511,0.011,0
"FITM1",0,-4.41882584224035,0.065,0.565,0
"LPP",0,1.90328603780761,0.842,0.342,0
"ATP5PO",0,-3.62576274280471,0.131,0.63,0
"GPX4",0,-3.82140618136538,0.091,0.589,0
"SAMD4A",0,1.82461529393808,0.779,0.281,0
"TRPM7",0,2.8179255326286,0.667,0.169,0
"NDUFA1",0,-3.12803257520451,0.179,0.676,0
"PPIA",0,-4.43597067869873,0.072,0.569,0
"CRADD",0,3.45626352906061,0.612,0.116,0
"WDPCP",0,2.77981394054783,0.657,0.161,0
"NDUFB2",0,-3.21375496687182,0.174,0.669,0
"PPFIBP1",0,3.23218825884731,0.646,0.151,0
"RYR2",0,3.88785471830894,0.97,0.475,0
"THRB",0,5.97043591962019,0.505,0.012,0
"MBNL1",0,2.6385819084099,0.71,0.218,0
"MPP3",0,3.83619057066041,0.58,0.088,0
"ENSG00000274265",0,16.5794031106335,0.49,0,0
"TMA7",0,-3.61030905490805,0.109,0.598,0
"ANK2",0,2.05055278710476,0.803,0.315,0
"RAN",0,-5.15724976563527,0.034,0.522,0
"CSGALNACT1",0,5.08655828380373,0.502,0.016,0
"OBSCN",0,2.82221207914969,0.676,0.191,0
"HSPB2",0,-5.67067093807918,0.031,0.516,0
"NDUFA11",0,-3.91630433713047,0.093,0.578,0
"PLEKHA5",0,2.02183877804679,0.839,0.354,0
"AAK1",0,3.02442548843876,0.635,0.151,0
"NDUFA13",0,-3.50307570630007,0.137,0.621,0
"N4BP2L2",0,2.09650891437575,0.789,0.307,0
"ENO1",0,-3.82615604530592,0.143,0.624,0
"ZFPM2",0,1.98203463520127,0.757,0.276,0
"CPED1",0,4.71237292758975,0.51,0.031,0
"CACNA2D3",0,5.47132935875377,0.495,0.017,0
"DYNC1I1",0,7.67731396993003,0.482,0.004,0
"LOC124901051",0,16.768710645502,0.478,0,0
"RABGAP1L",0,1.80023688920124,0.806,0.33,0
"COX7B",0,-3.15783612447376,0.256,0.732,0
"DOCK3",0,6.09896741841474,0.491,0.015,0
"PTMS",0,-6.39664080156497,0.013,0.489,0
"C4orf3",0,-18.6129503433896,0,0.476,0
"MT-ND3",0,-3.57399852941327,0.192,0.665,0
"ATP5F1B",0,-3.17442677608228,0.24,0.713,0
"SLC25A3",0,-3.2729920524171,0.281,0.753,0
"TACC2",0,2.29551576274137,0.748,0.276,0
"BEX3",0,-3.45009332522694,0.118,0.589,0
"DGKG",0,5.1492953555491,0.491,0.02,0
"GALNT17",0,3.99515940775954,0.564,0.093,0
"NDUFB1",0,-3.20939779561735,0.19,0.66,0
"EFNA5",0,2.1624834819016,0.71,0.241,0
"MT-CO2",0,-3.4039620348006,0.234,0.703,0
"ATP5MC3",0,-3.11731998632216,0.308,0.776,0
"COX7A2",0,-3.26360269128289,0.166,0.633,0
"SLC16A7",0,3.49915267516531,0.598,0.131,0
"PSD3",0,1.95314757903635,0.804,0.339,0
"MT-CO3",0,-3.28911647939374,0.273,0.738,0
"COX5B",0,-2.8998910841629,0.268,0.732,0
"AQP7",0,10.090228838007,0.464,0.001,0
"HSP90AB1",0,-3.39887831160803,0.195,0.658,0
"CPEB4",0,2.57856191109708,0.669,0.207,0
"STARD13",0,3.19175331073727,0.56,0.099,0
"RPL36AL",0,-3.95730528154529,0.057,0.518,0
"COX4I1",0,-2.78299199318304,0.324,0.784,0
"GSTP1",0,-3.62634125969485,0.093,0.552,0
"VWA8",0,2.32122642539419,0.657,0.198,0
"CHRM2",0,2.18475078490927,0.709,0.251,0
"TXNIP",0,3.15737705280705,0.592,0.134,0
"FILIP1L",0,4.07038622104671,0.508,0.051,0
"SH3D19",0,2.46046707679163,0.645,0.188,0
"TMEM161B-DT",0,16.0249785867696,0.457,0,0
"NLGN1",0,2.39786754745803,0.598,0.141,0
"CDH2",0,1.94118882545714,0.809,0.354,0
"NDUFS6",0,-3.21392081374945,0.185,0.639,0
"SVIL",0,1.93522124599565,0.835,0.381,0
"NDUFB7",0,-3.3805588097039,0.103,0.556,0
"H2AZ1",0,-5.38740810121227,0.033,0.486,0
"RETREG1",0,3.37347282311652,0.573,0.12,0
"TMEM258",0,-4.23231990163823,0.051,0.503,0
"FHOD3",0,1.76556027310249,0.806,0.356,0
"PPP1R13B",0,2.82954525739703,0.605,0.155,0
"SNU13",0,-3.49313496042664,0.109,0.558,0
"ESRRG",0,1.55412615700228,0.765,0.317,0
"GPHN",0,2.25385264970038,0.639,0.191,0
"HSPE1",0,-4.25984023232843,0.082,0.53,0
"MYPN",0,3.67785086107351,0.544,0.098,0
"ATP5PF",0,-2.76943114044518,0.285,0.731,0
"NEDD8",0,-4.47163160473265,0.052,0.498,0
"CHPT1",0,3.15118489633423,0.587,0.143,0
"H3-3B",0,-3.22186852439232,0.162,0.606,0
"MT-ATP6",0,-2.96890883124697,0.228,0.671,0
"EIF1",0,-2.71178039449068,0.313,0.755,0
"ENSG00000237978",0,16.5597569193516,0.442,0,0
"CBR4",0,3.36132569151093,0.576,0.134,0
"NDUFA3",0,-3.67957218599199,0.089,0.53,0
"TNRC6A",0,2.45000539624321,0.614,0.173,0
"MYO18B",0,1.73672366971236,0.722,0.281,0
"LRRC2",0,5.10443688801052,0.477,0.037,0
"SH3BGR",0,-3.69825252760884,0.133,0.573,0
"ST3GAL1",0,3.63619720571802,0.529,0.09,0
"ZNF638",0,2.0028008947038,0.68,0.241,0
"NDUFB11",0,-3.66705613647416,0.081,0.52,0
"ANK3",0,1.92242344073413,0.702,0.263,0
"TENT5A",0,2.87758972091059,0.578,0.139,0
"FBXL17",0,2.27580064875107,0.645,0.207,0
"HSBP1",0,-4.02013722519888,0.062,0.5,0
"KRT18",0,-8.38348240700723,0.003,0.441,0
"XPR1",0,3.12381741312503,0.584,0.146,0
"CACNA2D1",0,1.94661912280732,0.678,0.241,0
"NCKAP5",0,2.97528433112954,0.559,0.122,0
"B2M",0,-3.54268867268848,0.075,0.512,0
"MAP4",0,2.21276234646787,0.757,0.321,0
"PPM1L",0,4.37098855202839,0.49,0.054,0
"TANC1",0,1.94926494243892,0.661,0.226,0
"ARHGAP10",0,2.83566473282757,0.585,0.15,0
"PHPT1",0,-3.07318546136909,0.146,0.58,0
"EIF4A1",0,-4.48558157511761,0.06,0.493,0
"ATP5PD",0,-3.0474424368882,0.149,0.581,0
"CLIC5",0,3.07334627368798,0.565,0.133,0
"FNDC3B",0,2.02616172117933,0.655,0.225,0
"DHRSX",0,10.8569400531473,0.431,0.001,0
"LINC02256",0,4.85115917544602,0.456,0.026,0
"SLC7A6",0,3.85960303101075,0.498,0.068,0
"DNAAF9",0,15.6367584050503,0.428,0,0
"PLCL2",0,2.02030836045315,0.665,0.238,0
"SNRPD2",0,-4.2243686925702,0.048,0.475,0
"SESN1",0,2.89169255792944,0.559,0.133,0
"ARHGAP26",0,1.80957796346192,0.658,0.233,0
"PALLD",0,2.02501901801496,0.927,0.502,0
"EDF1",0,-3.01844513466728,0.141,0.565,0
"ENO3",0,-3.32930135670182,0.155,0.579,0
"MYL9",0,-3.22970138440161,0.482,0.905,0
"KCND3",0,5.76215621912789,0.446,0.023,0
"LOC101927179",0,17.2187219620438,0.423,0,0
"NCAM1",0,1.68477720289621,0.716,0.293,0
"DANCR",0,-18.3417819626553,0,0.423,0
"CYCS",0,-2.73643661889842,0.229,0.651,0
"ENSG00000230490",0,15.7487004952878,0.422,0,0
"ENSG00000233766",0,15.9005810536685,0.422,0,0
"MT-CO1",0,-3.33837757151579,0.33,0.752,0
"UMAD1",0,8.21102532221401,0.426,0.004,0
"EIF3E",0,-3.25855427074949,0.168,0.59,0
"CSDC2",0,6.06536353544208,0.431,0.01,0
"GBE1",0,2.94955131365955,0.587,0.166,0
"SCAPER",0,2.6004828653961,0.573,0.153,0
"DANT2",0,2.20414450740282,0.625,0.206,0
"HRAT17",0,4.32005815286469,0.474,0.055,0
"KIAA1217",0,2.51061174493253,0.571,0.153,0
"AKAP9",0,1.83527611145567,0.639,0.222,0
"ATP5F1D",0,-2.69449669981954,0.235,0.652,0
"NDUFB10",0,-2.84447453487059,0.133,0.55,0
"NFIA",0,1.69381107909074,0.704,0.287,0
"PDK4",0,5.27597158857634,0.486,0.069,0
"UBR3",0,2.15285255911356,0.61,0.194,0
"CERS6",0,1.87624021327945,0.657,0.242,0
"COPS9",0,-4.19576369312453,0.041,0.456,0
"SLC1A3",0,2.09637278385057,0.587,0.172,0
"RNASEK",0,-4.89621181568393,0.04,0.454,0
"ANAPC11",0,-3.99888481309885,0.05,0.462,0
"TUBA1A",0,-6.04069677990801,0.016,0.427,0
"FBXW7",0,2.80583886614877,0.533,0.123,0
"SBF2",0,1.98360607277422,0.617,0.207,0
"CD63",0,-3.20721071650266,0.132,0.541,0
"FYB2",0,8.78546792534007,0.411,0.002,0
"MITF",0,1.82344153423562,0.695,0.286,0
"CALM3",0,-3.91447578727492,0.06,0.468,0
"NEBL",0,1.96896829316611,0.911,0.503,0
"HSPB1",0,-1.76799749681456,0.433,0.841,0
"PRDX2",0,-3.48173458874844,0.085,0.493,0
"ACYP2",0,2.61399062360687,0.573,0.165,0
"FILIP1",0,1.8485712338564,0.836,0.43,0
"GREB1L",0,3.86237643563717,0.475,0.069,0
"KALRN",0,3.31663860787031,0.479,0.073,0
"PIP5K1B",0,2.35290824935152,0.584,0.178,0
"GPX1",0,-18.1506777511727,0,0.405,0
"LAMTOR5",0,-3.49811616254431,0.071,0.476,0
"PALMD",0,3.80483452549396,0.476,0.071,0
"SKP1",0,-2.85081585712718,0.172,0.577,0
"ATP5MG",0,-2.70194333888631,0.354,0.758,0
"DGLUCY",0,2.93698463390394,0.554,0.15,0
"MARK3",0,2.5306724542792,0.579,0.175,0
"ACSS3",0,2.95779633083,0.524,0.121,0
"MIR99AHG",0,1.83267006305714,0.65,0.247,0
"CAMK2D",0,1.58591920970191,0.803,0.401,0
"EIF3F",0,-3.86262289595008,0.071,0.473,0
"SLMAP",0,2.05177321090771,0.675,0.274,0
"IL1RAPL1",0,1.30534577370274,0.717,0.316,0
"MICOS10",0,-3.61400948022204,0.078,0.479,0
"MYOM1",0,1.92108173728979,0.892,0.492,0
"ERH",0,-3.77354136732885,0.072,0.472,0
"NAALADL2",0,2.81481473972135,0.487,0.088,0
"C12orf57",0,-4.42655253735666,0.034,0.432,0
"KRT8",0,-4.58042624256003,0.034,0.432,0
"MTFR1",0,3.82014359798622,0.464,0.066,0
"MAP4K3",0,1.90870214369514,0.613,0.216,0
"PPP1R12B",0,1.31477446056478,0.871,0.474,0
"TBC1D4",0,1.67720128536797,0.659,0.262,0
"HOOK2",0,3.22027815813134,0.482,0.085,0
"LMO7",0,1.77473598222313,0.687,0.292,0
"ARHGAP24",0,1.91292223605752,0.612,0.217,0
"HMGB2",0,-5.08172401091722,0.039,0.434,0
"NR3C2",0,2.93875273127144,0.496,0.101,0
"PPARGC1B",0,4.17587822347962,0.446,0.051,0
"UQCRH",0,-2.81507394675921,0.376,0.771,0
"ARB2A",0,15.4983828716868,0.394,0,0
"PPP2R3A",0,2.2091493234223,0.599,0.205,0
"MYH7B",0,1.88946975608776,0.628,0.235,0
"PRDX1",0,-3.53738360657771,0.081,0.474,0
"NDUFA6",0,-2.90376540534001,0.129,0.521,0
"PLD1",0,2.80926128331525,0.513,0.121,0
"HSPD1",0,-3.43561989051236,0.122,0.513,0
"NOP53",0,-4.52553503674095,0.035,0.426,0
"ROR1",0,1.33547111704908,0.622,0.231,0
"SMS",0,-3.4286919253825,0.093,0.484,0
"IQCJ-SCHIP1",0,15.8814006021529,0.39,0,0
"SMDT1",0,-3.83889782272849,0.055,0.444,0
"PEBP4",0,5.32379782460934,0.407,0.018,0
"PKM",0,-2.77282646598091,0.291,0.679,0
"BCO2",0,3.04389550903311,0.495,0.107,0
"CCNI",0,-3.01884079658865,0.163,0.551,0
"ARID1B",0,1.46138109766757,0.647,0.26,0
"BRK1",0,-4.0755267462232,0.049,0.436,0
"ENSG00000203709",0,15.4104491827596,0.387,0,0
"MT-CYB",0,-3.06879966158287,0.218,0.605,0
"VWC2",0,3.94653070058062,0.428,0.041,0
"KIF21A",0,2.28274945817739,0.568,0.181,0
"CUX1",0,1.71219419132728,0.66,0.274,0
"ENSG00000250891",0,17.3593877500698,0.386,0,0
"DCP1B",0,5.23113684365401,0.41,0.024,0
"LRRFIP2",0,1.58105959728163,0.708,0.322,0
"USP53",0,2.96820924276347,0.511,0.126,0
"MARCKSL1",0,-9.10571271143091,0.001,0.385,0
"ANKRD17",0,1.92047575658599,0.602,0.219,0
"ATP5MC1",0,-2.63641769850121,0.221,0.604,0
"DYNC2I1",0,15.3516274509952,0.383,0,0
"LDB3",0,1.92666373964266,0.931,0.548,0
"ROMO1",0,-4.22670570105436,0.038,0.421,0
"SAP18",0,-3.57621613617444,0.057,0.44,0
"RASAL2",0,1.72430145868278,0.634,0.252,0
"EIF3K",0,-2.65166994927084,0.252,0.633,0
"PPP1R1A",0,-4.49856776900928,0.042,0.423,0
"CUTA",0,-4.49113128641889,0.03,0.41,0
"DPF3",0,1.66307132810949,0.613,0.233,0
"PRELID2",0,3.59768630962897,0.518,0.139,0
"TNRC6B",0,1.7343237763576,0.62,0.241,0
"NDUFA2",0,-3.70900297477997,0.052,0.43,0
"VPS13D",0,2.39361169743886,0.544,0.167,0
"ASB15",0,5.87136952134585,0.388,0.012,0
"FHIP1A",0,15.5238092405706,0.375,0,0
"NPC2",0,-4.66642272386574,0.032,0.407,0
"VLDLR-AS1",0,3.37331718065776,0.44,0.065,0
"FBXO40",0,3.32079828843625,0.47,0.096,0
"MICAL3",0,1.56293620035756,0.61,0.236,0
"PARK7",0,-3.13995707331688,0.096,0.47,0
"PRKAA2",0,2.08075407964449,0.58,0.206,0
"ZFAS1",0,-3.50114494617998,0.085,0.459,0
"MBD5",0,1.87105325219741,0.57,0.196,0
"ABHD2",0,4.39468988922052,0.418,0.045,0
"MAGI2",0,1.95150604630609,0.586,0.213,0
"TMEM182",0,4.43607438671218,0.409,0.036,0
"ZHX2",0,2.90972397901602,0.491,0.118,0
"ALKBH7",0,-4.15303511444909,0.04,0.412,0
"TMEM14C",0,-4.12066829029976,0.046,0.418,0
"TIMM13",0,-3.56430961523859,0.059,0.43,0
"HOMER1",0,1.86598629412584,0.557,0.187,0
"BANF1",0,-3.85355185342375,0.051,0.421,0
"CELF2",0,1.32630169985669,0.721,0.351,0
"ENSG00000240291",0,15.6266180511339,0.37,0,0
